id;questionId;text;isCorrect
74;13648;Betânia, do outro lado do Jordão.;1
75;13648;Em Enom, perto de Salim.;0
76;13648;No deserto da Judeia.;0
77;13649;46 anos.;1
78;13649;50 anos.;0
79;13649;33 anos.;0
80;13649;25 anos.;0
81;13650;Nazaré.;0
82;13650;Caná da Galileia.;1
83;13650;Cafarnaum.;0
84;13650;Jerusalém.;0
85;13651;2 mil.;0
86;13651;3 mil.;0
87;13651;5 mil.;1
88;13651;10 mil.;0
89;13652;Nunca mais terá sede.;0
90;13652;Receberá imediatamente tudo o que pedir.;0
91;13652;Do seu interior fluirão rios de água viva.;1
92;13652;Será levado ao Jordão para beber.;0
93;13653;No tanque de Siloé.;1
94;13653;No tanque de Betesda.;0
95;13653;No rio Jordão.;0
96;13653;Na piscina de Bet-Zata.;0
97;13654;Ordenou que os servos obedecessem imediatamente.;0
98;13654;Disse que o corpo já cheirava mal, pois estava morto há 4 dias.;1
99;13654;Perguntou a Jesus se ele iria fazer um milagre.;0
100;13654;Começou a chorar e a lamentar-se.;0
101;13655;Como Simão Pedro.;0
102;13655;Como João, filho de Zebedeu.;0
103;13655;Como o que Jesus amava.;1
104;13655;Como Tiago, irmão de João.;0
105;13656;Pilatos.;1
106;13656;Herodes.;0
107;13656;Apolo.;0
108;13656;Felix.;0
109;13657;Porque aguardavam o início da oração.;0
110;13657;Porque celebravam a Páscoa em segredo.;0
111;13657;Por medo dos judeus.;1
112;13657;Porque todos já estavam dormindo.;0
113;13658;"""Eu sou o profeta prometido.""";0
114;13658;"""Eu sou o Filho de Deus.""";0
115;13658;"""Eu sou a voz do que clama no deserto.""";1
116;13658;"""Eu sou o Elias que havia de vir.""";0
117;13659;Uma corda simples.;0
118;13659;Uma vara de madeira.;0
119;13659;Um chicote de cordas.;1
120;13659;Uma corrente de metal.;0
121;13660;O próprio Jesus;0
122;13660;Filipe;0
123;13660;Simão Pedro;0
124;13660;André;1
125;13661;Dois dias;0
126;13661;Três dias;0
127;13661;Quatro dias;1
128;13661;Cinco dias;0
129;13662;"""Se eu vir o sinal dos cravos em suas mãos.""";0
130;13662;"""Se eu puser o meu dedo nas marcas dos cravos.""";1
131;13662;"""Se eu vir os soldados que o guardavam.""";0
132;13662;"""Se eu comer com ele.""";0
133;13663;Elias.;0
134;13663;Jeremias.;0
135;13663;João.;1
136;13663;Zacarias.;0
137;13664;Nazaré.;0
138;13664;Jope.;0
139;13664;Caná da Galileia.;1
140;13664;Tiberíades.;0
141;13665;Sicar.;1
142;13665;Siquém.;0
143;13665;Samaria.;0
144;13665;Betel.;0
145;13666;25 anos.;0
146;13666;38 anos.;1
147;13666;42 anos.;0
148;13666;50 anos.;0
149;13667;Três pães e dois peixes.;0
150;13667;Cinco pães e dois peixes.;1
151;13667;Cinco pães e três peixes.;0
152;13667;Sete pães e dois peixes.;0
153;13668;Alegrou-se e exultou.;0
154;13668;Regozijou-se e cantou louvores.;0
155;13668;Alegrou-se e ofereceu sacrifício.;0
156;13668;Viu esse dia e ficou alegre.;1
157;13669;2 dias.;0
158;13669;3 dias.;0
159;13669;4 dias.;1
160;13669;5 dias.;0
161;13670;Nardo puro.;1
162;13670;Mirra.;0
163;13670;Aloés.;0
164;13670;Cânfora.;0
165;13671;Como o outro discípulo, conhecido do sumo sacerdote.;1
166;13671;Como João, filho de Zebedeu.;0
167;13671;Como Simão Pedro.;0
168;13671;Como André.;0
169;13672;Estava enrolado junto com os lençóis.;0
170;13672;Estava jogado no chão, longe dos lençóis.;0
171;13672;Estava colocado sobre os lençóis.;0
172;13672;Estava enrolado em um lugar à parte.;1
173;13673;"""Eis o Filho de Deus.""";0
174;13673;"""Eis o Messias prometido.""";0
175;13673;"""Eis o Cordeiro de Deus.""";1
176;13673;"""Eis o Rei de Israel.""";0
177;13674;Faltava vinho;1
178;13674;Faltava comida;0
179;13674;O noivo estava doente;0
180;13674;Os convidados estavam tristes.;0
181;13675;Ao amanhecer;0
182;13675;Ao meio-dia;0
183;13675;À noite;1
184;13675;Ao entardecer;0
185;13676;"""Dá-me de beber.""";1
186;13676;"""Qual é o teu nome?""";0
187;13676;"""Tu crês em Deus?""";0
188;13676;"""Onde está o teu marido?""";0
189;13677;100;0
190;13677;153;1
191;13677;200;0
192;13677;50;0
193;13678;Elias;0
194;13678;João;1
195;13678;Jesus;0
196;13678;Pedro;0
197;13679;Natanael;1
198;13679;Dídimo;0
199;13679;Filipe;0
200;13679;André;0
201;13680;Não vendam a graça que vos dei;0
202;13680;O amor ao dinheiro te corrompe;0
203;13680;O zelo da tua casa me consumirá;1
204;13680;A casa de Deus não está à venda;0
205;13681;Zobar;0
206;13681;Uz;0
207;13681;Enom;1
208;13681;Caná;0
209;13682;crepúsculo;0
210;13682;meia-noite;0
211;13682;alvorecer;0
212;13682;meio-dia;1
213;13683;Sigam o Mestre de Israel;0
214;13683;Eis o Cordeiro de Deus;1
215;13683;Ele é a luz dos homens;0
216;13683;Aí está aquele que é bom;0
217;13684;5;1
218;13684;4;0
219;13684;3;0
220;13684;6;0
221;13685;Cesareia;0
222;13685;Caná;1
223;13685;Betsaida;0
224;13685;Galileia;0
225;13686;3;0
226;13686;6;0
227;13686;4;0
228;13686;5;1
229;13687;3;0
230;13687;10;0
231;13687;2;1
232;13687;5;0
233;13688;Sigam o Mestre de Israel;0
234;13688;Eis o Cordeiro de Deus;1
235;13688;Ele é a luz dos homens;0
236;13688;Aí está aquele que é bom;0
237;13689;5;1
238;13689;4;0
239;13689;3;0
240;13689;6;0
241;13690;Cesareia;0
242;13690;Caná;1
243;13690;Betsaida;0
244;13690;Galileia;0
245;13691;3;0
246;13691;6;0
247;13691;4;0
248;13691;5;1
249;13692;3;0
250;13692;10;0
251;13692;2;1
252;13692;5;0
253;13693;Da vida.;0
254;13693;Da luz.;1
255;13693;Da salvação.;0
256;13693;Da eternidade.;0
257;13694;Samaria.;0
258;13694;Gadara.;0
259;13694;Jerusalém;0
260;13694;Cafarnaum.;1
261;13695;Tiberíades.;0
262;13695;Judeia.;0
263;13695;Enom.;1
264;13695;Samaria.;0
265;13696;Filipe.;1
266;13696;Pedro.;0
267;13696;André.;0
268;13696;Tiago.;0
269;13697;Jericó.;0
270;13697;Zeboim;0
271;13697;Gadara.;0
272;13697;Sicar.;1
273;13698;Grego.;0
274;13698;Aramaico.;0
275;13698;Hebraico.;1
276;13698;Romano.;0
277;13699;André.;0
278;13699;Filipe.;1
279;13699;Tiago.;0
280;13699;Bartolomeu.;0
281;13700;Jonas.;0
282;13700;Timeu.;0
283;13700;Barjesus.;0
284;13700;Simão.;1
285;13701;Nicodemos.;1
286;13701;João Batista.;0
287;13701;Pedro.;0
288;13701;Jairo.;0
289;13702;Roubo.;0
290;13702;Assassinato.;0
291;13702;Adultério.;1
292;13702;Mentira.;0
293;13703;Grego.;0
294;13703;Aramaico.;0
295;13703;Hebraico.;1
296;13703;Romano.;0
297;13704;André.;0
298;13704;Filipe.;1
299;13704;Tiago.;0
300;13704;Bartolomeu.;0
301;13705;Jonas.;0
302;13705;Timeu.;0
303;13705;Barjesus.;0
304;13705;Simão.;1
305;13706;Nicodemos.;1
306;13706;João Batista.;0
307;13706;Pedro.;0
308;13706;Jairo.;0
309;13707;Roubo.;0
310;13707;Assassinato.;0
311;13707;Adultério.;1
312;13707;Mentira.;0
313;13708;Malta;0
314;13708;Talco;0
315;13708;Asafe;0
316;13708;Malco;1
317;13709;Caná da Galileia;1
318;13709;Nazaré;0
319;13709;Jerusalém;0
320;13709;Cafarnaum;0
321;13710;Monte das Oliveiras;0
322;13710;Gólgota (Lugar da Caveira);1
323;13710;Monte Sinai;0
324;13710;Monte Nebo;0
325;13711;No rio Jordão, em Jericó.;0
326;13711;Betânia, do outro lado do Jordão.;1
327;13711;Em Enom, perto de Salim.;0
328;13711;No deserto da Judeia.;0
329;13712;46 anos.;1
330;13712;50 anos.;0
331;13712;33 anos.;0
332;13712;25 anos.;0
333;13713;Nazaré.;0
334;13713;Caná da Galileia.;1
335;13713;Cafarnaum.;0
336;13713;Jerusalém.;0
337;13714;2 mil.;0
338;13714;3 mil.;0
339;13714;5 mil.;1
340;13714;10 mil.;0
341;13715;Nunca mais terá sede.;0
342;13715;Receberá imediatamente tudo o que pedir.;0
343;13715;Do seu interior fluirão rios de água viva.;1
344;13715;Será levado ao Jordão para beber.;0
345;13716;No tanque de Siloé.;1
346;13716;No tanque de Betesda.;0
347;13716;No rio Jordão.;0
348;13716;Na piscina de Bet-Zata.;0
349;13717;Ordenou que os servos obedecessem imediatamente.;0
350;13717;Disse que o corpo já cheirava mal, pois estava morto há 4 dias.;1
351;13717;Perguntou a Jesus se ele iria fazer um milagre.;0
352;13717;Começou a chorar e a lamentar-se.;0
353;13718;Como Simão Pedro.;0
354;13718;Como João, filho de Zebedeu.;0
355;13718;Como o que Jesus amava.;1
356;13718;Como Tiago, irmão de João.;0
357;13719;Pilatos.;1
358;13719;Herodes.;0
359;13719;Apolo.;0
360;13719;Felix.;0
361;13720;Porque aguardavam o início da oração.;0
362;13720;Porque celebravam a Páscoa em segredo.;0
363;13720;Por medo dos judeus.;1
364;13720;Porque todos já estavam dormindo.;0
365;13721;"""Eu sou o profeta prometido.""";0
366;13721;"""Eu sou o Filho de Deus.""";0
367;13721;"""Eu sou a voz do que clama no deserto.""";1
368;13721;"""Eu sou o Elias que havia de vir.""";0
369;13722;Uma corda simples.;0
370;13722;Uma vara de madeira.;0
371;13722;Um chicote de cordas.;1
372;13722;Uma corrente de metal.;0
373;13723;O próprio Jesus;0
374;13723;Filipe;0
375;13723;Simão Pedro;0
376;13723;André;1
377;13724;Dois dias;0
378;13724;Três dias;0
379;13724;Quatro dias;1
380;13724;Cinco dias;0
381;13725;"""Se eu vir o sinal dos cravos em suas mãos.""";0
382;13725;"""Se eu puser o meu dedo nas marcas dos cravos.""";1
383;13725;"""Se eu vir os soldados que o guardavam.""";0
384;13725;"""Se eu comer com ele.""";0
385;13726;Elias.;0
386;13726;Jeremias.;0
387;13726;João.;1
388;13726;Zacarias.;0
389;13727;Nazaré.;0
390;13727;Jope.;0
391;13727;Caná da Galileia.;1
392;13727;Tiberíades.;0
393;13728;Sicar.;1
394;13728;Siquém.;0
395;13728;Samaria.;0
396;13728;Betel.;0
397;13729;25 anos.;0
398;13729;38 anos.;1
399;13729;42 anos.;0
400;13729;50 anos.;0
401;13730;Três pães e dois peixes.;0
402;13730;Cinco pães e dois peixes.;1
403;13730;Cinco pães e três peixes.;0
404;13730;Sete pães e dois peixes.;0
405;13731;Alegrou-se e exultou.;0
406;13731;Regozijou-se e cantou louvores.;0
407;13731;Alegrou-se e ofereceu sacrifício.;0
408;13731;Viu esse dia e ficou alegre.;1
409;13732;2 dias.;0
410;13732;3 dias.;0
411;13732;4 dias.;1
412;13732;5 dias.;0
413;13733;Nardo puro.;1
414;13733;Mirra.;0
415;13733;Aloés.;0
416;13733;Cânfora.;0
417;13734;Como o outro discípulo, conhecido do sumo sacerdote.;1
418;13734;Como João, filho de Zebedeu.;0
419;13734;Como Simão Pedro.;0
420;13734;Como André.;0
421;13735;Estava enrolado junto com os lençóis.;0
422;13735;Estava jogado no chão, longe dos lençóis.;0
423;13735;Estava colocado sobre os lençóis.;0
424;13735;Estava enrolado em um lugar à parte.;1
425;13736;"""Eis o Filho de Deus.""";0
426;13736;"""Eis o Messias prometido.""";0
427;13736;"""Eis o Cordeiro de Deus.""";1
428;13736;"""Eis o Rei de Israel.""";0
429;13737;Faltava vinho;1
430;13737;Faltava comida;0
431;13737;O noivo estava doente;0
432;13737;Os convidados estavam tristes.;0
433;13738;Ao amanhecer;0
434;13738;Ao meio-dia;0
435;13738;À noite;1
436;13738;Ao entardecer;0
437;13739;"""Dá-me de beber.""";1
438;13739;"""Qual é o teu nome?""";0
439;13739;"""Tu crês em Deus?""";0
440;13739;"""Onde está o teu marido?""";0
441;13740;100;0
442;13740;153;1
443;13740;200;0
444;13740;50;0
445;13741;Elias;0
446;13741;João;1
447;13741;Jesus;0
448;13741;Pedro;0
449;13742;Natanael;1
450;13742;Dídimo;0
451;13742;Filipe;0
452;13742;André;0
453;13743;Não vendam a graça que vos dei;0
454;13743;O amor ao dinheiro te corrompe;0
455;13743;O zelo da tua casa me consumirá;1
456;13743;A casa de Deus não está à venda;0
457;13744;Zobar;0
458;13744;Uz;0
459;13744;Enom;1
460;13744;Caná;0
461;13745;crepúsculo;0
462;13745;meia-noite;0
463;13745;alvorecer;0
464;13745;meio-dia;1
465;13746;Sigam o Mestre de Israel;0
466;13746;Eis o Cordeiro de Deus;1
467;13746;Ele é a luz dos homens;0
468;13746;Aí está aquele que é bom;0
469;13747;5;1
470;13747;4;0
471;13747;3;0
472;13747;6;0
473;13748;Cesareia;0
474;13748;Caná;1
475;13748;Betsaida;0
476;13748;Galileia;0
477;13749;3;0
478;13749;6;0
479;13749;4;0
480;13749;5;1
481;13750;3;0
482;13750;10;0
483;13750;2;1
484;13750;5;0
485;13751;Sigam o Mestre de Israel;0
486;13751;Eis o Cordeiro de Deus;1
487;13751;Ele é a luz dos homens;0
488;13751;Aí está aquele que é bom;0
489;13752;5;1
490;13752;4;0
491;13752;3;0
492;13752;6;0
493;13753;Cesareia;0
494;13753;Caná;1
495;13753;Betsaida;0
496;13753;Galileia;0
497;13754;3;0
498;13754;6;0
499;13754;4;0
500;13754;5;1
501;13755;3;0
502;13755;10;0
503;13755;2;1
504;13755;5;0
505;13756;Como o Verbo que estava com Deus e era Deus;1
506;13756;Como um profeta poderoso;0
507;13756;Como o Filho de Davi;0
508;13756;Como um mestre da lei;0
509;13757;Elias;0
510;13757;João Batista;1
511;13757;Moisés;0
512;13757;Pedro;0
513;13758;Cura de um cego;0
514;13758;Multiplicação dos pães;0
515;13758;Transformação da água em vinho;1
516;13758;Ressurreição de Lázaro;0
517;13759;Guardar a lei;0
518;13759;Oferecer sacrifícios;0
519;13759;Fazer boas obras;0
520;13759;Nascer de novo;1
521;13760;A mulher samaritana;1
522;13760;Marta;0
523;13760;Maria Madalena;0
524;13760;A mãe de Jesus;0
525;13761;Cura de um paralítico;0
526;13761;Multiplicação dos pães;1
527;13761;Transformação da água em vinho;0
528;13761;Andar sobre as águas;0
529;13762;O bom pastor;0
530;13762;A porta das ovelhas;0
531;13762;A luz do mundo;1
532;13762;O caminho estreito;0
533;13763;O filho da viúva;0
534;13763;A filha de Jairo;0
535;13763;Estêvão;0
536;13763;Lázaro;1
537;13764;João;1
538;13764;Pedro;0
539;13764;Tiago;0
540;13764;André;0
541;13765;Tu és o Cristo;0
542;13765;Senhor meu e Deus meu!;1
543;13765;Filho de Deus;0
544;13765;Tu és o Rei de Israel;0
545;13766;Como o Verbo que estava com Deus e era Deus;1
546;13766;Como um profeta poderoso;0
547;13766;Como o Filho de Davi;0
548;13766;Como um mestre da lei;0
549;13767;Elias;0
550;13767;João Batista;1
551;13767;Moisés;0
552;13767;Pedro;0
553;13768;Cura de um cego;0
554;13768;Multiplicação dos pães;0
555;13768;Transformação da água em vinho;1
556;13768;Ressurreição de Lázaro;0
557;13769;Guardar a lei;0
558;13769;Oferecer sacrifícios;0
559;13769;Fazer boas obras;0
560;13769;Nascer de novo;1
561;13770;A mulher samaritana;1
562;13770;Marta;0
563;13770;Maria Madalena;0
564;13770;A mãe de Jesus;0
565;13771;25 anos;0
566;13771;30 anos;0
567;13771;38 anos;1
568;13771;40 anos;0
569;13772;Dois dias;0
570;13772;Três dias;0
571;13772;Quatro dias;1
572;13772;Sete dias;0
573;13773;Óleo de mirra;0
574;13773;Azeite perfumado;0
575;13773;Bálsamo de Gileade;0
576;13773;Nardo puro;1
577;13774;Pelos discípulos;0
578;13774;Pelos futuros crentes;0
579;13774;Pelo mundo;1
580;13774;Por Jerusalém;0
581;13775;vida / luz;0
582;13775;porta / entrada;0
583;13775;ressurreição / vida;1
584;13775;verdade / vida;0
585;13776;Apontando com o dedo;0
586;13776;Falando seu nome;0
587;13776;Dando-lhe o bocado molhado;1
588;13776;Olhando nos olhos dele;0
589;13777;Como a si mesmos;0
590;13777;Como Jesus os amou;1
591;13777;Como Deus ama;0
592;13777;Com todo o coração;0
593;13778;Jesus de Nazaré, o Rei dos Judeus;1
594;13778;O Rei dos Judeus;0
595;13778;Este é o Filho de Deus;0
596;13778;O Cristo, o Rei;0
597;13779;Pedro;0
598;13779;João;0
599;13779;Maria Madalena;1
600;13779;Tomé;0
601;13780;144 peixes grandes;0
602;13780;150 peixes grandes;0
603;13780;200 peixes grandes;0
604;13780;153 peixes grandes;1
605;13781;A semente que morre na terra;0
606;13781;A água que purifica;0
607;13781;A luz que brilha nas trevas;0
608;13781;O vento que sopra onde quer;1
609;13782;Pela porta;0
610;13782;Por outra parte;1
611;13782;Pelo portão dos fundos;0
612;13782;Pelo muro;0
613;13783;Senhor e Salvador;0
614;13783;Mestre e Senhor;1
615;13783;Pai e Mestre;0
616;13783;Senhor e Rei;0
617;13784;vivo / enviaste;0
618;13784;verdadeiro / enviaste;1
619;13784;santo / ungiste;0
620;13784;altíssimo / escolheste;0
621;13785;A esquerda;0
622;13785;A direita;1
623;13785;O texto não especifica;0
624;13785;Ambas;0
625;13786;Da vida.;0
626;13786;Da luz.;1
627;13786;Da salvação.;0
628;13786;Da eternidade.;0
629;13787;Samaria.;0
630;13787;Gadara.;0
631;13787;Jerusalém;0
632;13787;Cafarnaum.;1
633;13788;Tiberíades.;0
634;13788;Judeia.;0
635;13788;Enom.;1
636;13788;Samaria.;0
637;13789;Filipe.;1
638;13789;Pedro.;0
639;13789;André.;0
640;13789;Tiago.;0
641;13790;Jericó.;0
642;13790;Zeboim;0
643;13790;Gadara.;0
644;13790;Sicar.;1
645;13791;Grego.;0
646;13791;Aramaico.;0
647;13791;Hebraico.;1
648;13791;Romano.;0
649;13792;André.;0
650;13792;Filipe.;1
651;13792;Tiago.;0
652;13792;Bartolomeu.;0
653;13793;Jonas.;0
654;13793;Timeu.;0
655;13793;Barjesus.;0
656;13793;Simão.;1
657;13794;Nicodemos.;1
658;13794;João Batista.;0
659;13794;Pedro.;0
660;13794;Jairo.;0
661;13795;Roubo.;0
662;13795;Assassinato.;0
663;13795;Adultério.;1
664;13795;Mentira.;0
665;13796;Grego.;0
666;13796;Aramaico.;0
667;13796;Hebraico.;1
668;13796;Romano.;0
669;13797;André.;0
670;13797;Filipe.;1
671;13797;Tiago.;0
672;13797;Bartolomeu.;0
673;13798;Jonas.;0
674;13798;Timeu.;0
675;13798;Barjesus.;0
676;13798;Simão.;1
677;13799;Nicodemos.;1
678;13799;João Batista.;0
679;13799;Pedro.;0
680;13799;Jairo.;0
681;13800;Roubo.;0
682;13800;Assassinato.;0
683;13800;Adultério.;1
684;13800;Mentira.;0
685;13801;Malta;0
686;13801;Talco;0
687;13801;Asafe;0
688;13801;Malco;1
689;13802;Caná da Galileia;1
690;13802;Nazaré;0
691;13802;Jerusalém;0
692;13802;Cafarnaum;0
693;13803;Monte das Oliveiras;0
694;13803;Gólgota (Lugar da Caveira);1
695;13803;Monte Sinai;0
696;13803;Monte Nebo;0
697;13804;No rio Jordão, em Jericó.;0
698;13804;Betânia, do outro lado do Jordão.;1
699;13804;Em Enom, perto de Salim.;0
700;13804;No deserto da Judeia.;0
701;13805;46 anos.;1
702;13805;50 anos.;0
703;13805;33 anos.;0
704;13805;25 anos.;0
705;13806;Nazaré.;0
706;13806;Caná da Galileia.;1
707;13806;Cafarnaum.;0
708;13806;Jerusalém.;0
709;13807;2 mil.;0
710;13807;3 mil.;0
711;13807;5 mil.;1
712;13807;10 mil.;0
713;13808;Nunca mais terá sede.;0
714;13808;Receberá imediatamente tudo o que pedir.;0
715;13808;Do seu interior fluirão rios de água viva.;1
716;13808;Será levado ao Jordão para beber.;0
717;13809;No tanque de Siloé.;1
718;13809;No tanque de Betesda.;0
719;13809;No rio Jordão.;0
720;13809;Na piscina de Bet-Zata.;0
721;13810;Ordenou que os servos obedecessem imediatamente.;0
722;13810;Disse que o corpo já cheirava mal, pois estava morto há 4 dias.;1
723;13810;Perguntou a Jesus se ele iria fazer um milagre.;0
724;13810;Começou a chorar e a lamentar-se.;0
725;13811;Como Simão Pedro.;0
726;13811;Como João, filho de Zebedeu.;0
727;13811;Como o que Jesus amava.;1
728;13811;Como Tiago, irmão de João.;0
729;13812;Pilatos.;1
730;13812;Herodes.;0
731;13812;Apolo.;0
732;13812;Felix.;0
733;13813;Porque aguardavam o início da oração.;0
734;13813;Porque celebravam a Páscoa em segredo.;0
735;13813;Por medo dos judeus.;1
736;13813;Porque todos já estavam dormindo.;0
737;13814;"""Eu sou o profeta prometido.""";0
738;13814;"""Eu sou o Filho de Deus.""";0
739;13814;"""Eu sou a voz do que clama no deserto.""";1
740;13814;"""Eu sou o Elias que havia de vir.""";0
741;13815;Uma corda simples.;0
742;13815;Uma vara de madeira.;0
743;13815;Um chicote de cordas.;1
744;13815;Uma corrente de metal.;0
745;13816;O próprio Jesus;0
746;13816;Filipe;0
747;13816;Simão Pedro;0
748;13816;André;1
749;13817;Dois dias;0
750;13817;Três dias;0
751;13817;Quatro dias;1
752;13817;Cinco dias;0
753;13818;"""Se eu vir o sinal dos cravos em suas mãos.""";0
754;13818;"""Se eu puser o meu dedo nas marcas dos cravos.""";1
755;13818;"""Se eu vir os soldados que o guardavam.""";0
756;13818;"""Se eu comer com ele.""";0
757;13819;Cafarnaum.;0
758;13819;Samaria.;0
759;13819;Betânia.;1
760;13819;Jerusalém.;0
761;13820;Túnica de púrpura.;0
762;13820;Lençóis de linho.;1
763;13820;Véu de algodão.;0
764;13820;Capa de cetim.;0
765;13821;Chipre.;0
766;13821;Cesareia.;0
767;13821;Filipos.;0
768;13821;Arimateia.;1
769;13822;Vinagre.;1
770;13822;Água amarga.;0
771;13822;Pão.;0
772;13822;Óleo.;0
773;13823;Eu o sou.;0
774;13823;Tu o dizes.;1
775;13823;Nada.;0
776;13823;Não sabeis tu?;0
777;13824;A filha do sacerdote.;0
778;13824;Um dos soldados.;0
779;13824;Um escriba.;0
780;13824;Uma criada.;1
781;13825;Pedro e André.;0
782;13825;Tiago e João.;0
783;13825;Pedro e João.;1
784;13825;Tiago e André.;0
785;13826;Gazofilácio.;1
786;13826;Arca do Tesouro.;0
787;13826;Cofre Público.;0
788;13826;Moedário.;0
789;13827;Saduceus.;1
790;13827;Fariseus.;0
791;13827;Escribas.;0
792;13827;Zelotes.;0
793;13828;Uma dracma.;0
794;13828;Um denário.;1
795;13828;Um centil.;0
796;13828;Um quadrante.;0
797;13829;Sidom e Samaria.;0
798;13829;Samaria e Jerusalém.;0
799;13829;Betânia e Jerusalém.;0
800;13829;Betfagé e Betânia.;1
801;13830;Rendeu 10.;0
802;13830;Rendeu 8.;0
803;13830;Rendeu 5.;1
804;13830;Rendeu 3.;0
805;13831;Jairo.;0
806;13831;Simão cireneu.;0
807;13831;Zaqueu.;1
808;13831;Nicodemos.;0
809;13832;2.;1
810;13832;3.;0
811;13832;4.;0
812;13832;6.;0
813;13833;Um órfão.;0
814;13833;Um publicano.;0
815;13833;Um ancião.;0
816;13833;Uma viúva.;1
817;13834;Gadareno.;0
818;13834;Samaritano.;1
819;13834;Sodomita.;0
820;13834;Cipriota.;0
821;13835;Amoreira.;1
822;13835;Figueira.;0
823;13835;Amendoeira.;0
824;13835;Videira.;0
825;13836;2.;0
826;13836;3.;0
827;13836;4.;0
828;13836;5.;1
829;13837;Dois denários.;0
830;13837;Um nardo puro.;0
831;13837;Uma dracma.;1
832;13837;Um anel de ouro.;0
833;13838;No pasto.;0
834;13838;No deserto.;1
835;13838;No aprisco.;0
836;13838;No celeiro.;0
837;13839;Cafarnaum.;0
838;13839;Samaria.;0
839;13839;Betânia.;1
840;13839;Jerusalém.;0
841;13840;Túnica de púrpura.;0
842;13840;Lençóis de linho.;1
843;13840;Véu de algodão.;0
844;13840;Capa de cetim.;0
845;13841;Chipre.;0
846;13841;Cesareia.;0
847;13841;Filipos.;0
848;13841;Arimateia.;1
849;13842;Vinagre.;1
850;13842;Água amarga.;0
851;13842;Pão.;0
852;13842;Óleo.;0
853;13843;Eu o sou.;0
854;13843;Tu o dizes.;1
855;13843;Nada.;0
856;13843;Não sabeis tu?;0
857;13844;A filha do sacerdote.;0
858;13844;Um dos soldados.;0
859;13844;Um escriba.;0
860;13844;Uma criada.;1
861;13845;Pedro e André.;0
862;13845;Tiago e João.;0
863;13845;Pedro e João.;1
864;13845;Tiago e André.;0
865;13846;Gazofilácio.;1
866;13846;Arca do Tesouro.;0
867;13846;Cofre Público.;0
868;13846;Moedário.;0
869;13847;Saduceus.;1
870;13847;Fariseus.;0
871;13847;Escribas.;0
872;13847;Zelotes.;0
873;13848;Uma dracma.;0
874;13848;Um denário.;1
875;13848;Um centil.;0
876;13848;Um quadrante.;0
877;13849;Cafarnaum.;0
878;13849;Samaria.;0
879;13849;Betânia.;1
880;13849;Jerusalém.;0
881;13850;Túnica de púrpura.;0
882;13850;Lençóis de linho.;1
883;13850;Véu de algodão.;0
884;13850;Capa de cetim.;0
885;13851;Chipre.;0
886;13851;Cesareia.;0
887;13851;Filipos.;0
888;13851;Arimateia.;1
889;13852;Vinagre.;1
890;13852;Água amarga.;0
891;13852;Pão.;0
892;13852;Óleo.;0
893;13853;Eu o sou.;0
894;13853;Tu o dizes.;1
895;13853;Nada.;0
896;13853;Não sabeis tu?;0
897;13854;Joana;0
898;13854;Isabel;1
899;13854;Maria;0
900;13854;Sara;0
901;13855;8 dias;1
902;13855;7 dias;0
903;13855;6 dias;0
904;13855;12 dias;0
905;13856;José de Arimateia;0
906;13856;Pedro;0
907;13856;Simão de Cirene;1
908;13856;João;0
909;13857;Cafarnaum;0
910;13857;Jericó;1
911;13857;Jerusalém;0
